funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
1,20,235,149.9730489,65985,20.13230768,188002.5372,tier2_vc,SaaS,academic,Failure
2,18,294,9.547626327,312703,3.817250689,741855.3922,tier2_vc,Crypto,serial_founder,Acquisition
5,16,142,17.64080586,94849,36.88641163,176487.196,tier2_vc,AI,ex_bigtech,Failure
1,11,67,56.29656749,184481,8.865126947,547464.7412,none,SaaS,ex_bigtech,Failure
1,11,70,39.83254454,280668,22.56838822,1286464.937,none,AI,first_time,Acquisition
0,2,41,3.785450463,346411,7.803553603,1038632.488,none,SaaS,academic,Failure
0,17,49,28.49495109,223542,6.289240377,728837.8501,angel,Fintech,academic,Failure
2,0,239,169.9109536,334727,5.881334711,1205310.566,tier2_vc,AI,academic,Acquisition
3,14,155,466.5118438,294414,15.31128149,1470821.136,tier2_vc,Fintech,first_time,Failure
2,0,4,8.228969145,141066,34.3014435,108617.0655,angel,Crypto,serial_founder,Failure
3,18,205,4.649376985,240620,10.77388593,1149165.036,angel,Crypto,first_time,Failure
2,8,211,41.32675054,472125,37.97553476,1713039.722,tier2_vc,Fintech,ex_bigtech,Acquisition
1,5,292,29.66092627,150446,40.52474443,472314.8525,tier2_vc,Crypto,academic,Failure
1,20,146,7.382488188,180791,19.77723461,754237.5698,angel,Health,ex_bigtech,Failure
1,22,249,21.47708989,128819,31.35145297,418882.756,tier2_vc,Climate,serial_founder,Acquisition
2,12,19,34.08869209,135499,16.42894082,250369.1509,angel,Crypto,first_time,Failure
2,16,132,49.40654923,279691,11.16670276,387818.7206,tier1_vc,AI,ex_bigtech,Failure
4,4,124,58.2200491,174269,20.17157812,419627.5663,none,Health,ex_bigtech,Failure
1,2,105,22.05793333,430504,9.74979283,2029313.541,tier1_vc,Ecommerce,first_time,Acquisition
5,3,9,23.54398107,122823,9.458561986,598135.2813,tier2_vc,SaaS,serial_founder,Acquisition
4,24,293,52.06991456,208148,19.47009031,543669.1726,none,Health,first_time,Acquisition
1,7,190,40.27008334,437778,54.58651965,513035.5255,angel,Ecommerce,ex_bigtech,Failure
3,11,59,21.98509279,69228,14.87887476,158150.9528,tier2_vc,AI,first_time,Failure
4,11,158,35.04103617,131677,21.22086542,187246.4995,tier2_vc,SaaS,first_time,Failure
1,10,50,31.01369122,665204,10.7306178,1052044.035,tier2_vc,AI,academic,Acquisition
2,23,177,3.587247048,178074,5.00495433,471230.5658,tier2_vc,AI,academic,Failure
4,22,187,2.405549241,409363,19.87698715,280454.5406,none,SaaS,serial_founder,Failure
1,8,264,45.17097781,179865,3.678524273,165129.4055,tier2_vc,Climate,serial_founder,Failure
2,24,287,38.59229299,402840,25.95130356,1268965.561,tier2_vc,Crypto,academic,Acquisition
2,12,99,11.18139167,361431,21.51169853,1448776.145,tier2_vc,Health,ex_bigtech,Acquisition
1,14,90,6.696716806,91191,23.49124564,67676.30335,angel,Climate,first_time,Failure
2,1,107,8.491802307,320047,56.35591884,1149820.373,tier2_vc,Fintech,ex_bigtech,Acquisition
5,6,42,25.53396536,331308,16.81281067,1370810.341,tier2_vc,SaaS,academic,Acquisition
3,10,279,22.29640021,135279,37.64434598,89192.47432,tier1_vc,Climate,ex_bigtech,Failure
3,24,72,4.440049891,350248,43.03829797,920805.5653,none,Health,first_time,Acquisition
2,2,4,60.05293913,176675,5.665296452,833136.4645,tier2_vc,AI,first_time,Failure
1,24,206,19.50652825,516574,6.369906591,2451508.9,tier1_vc,AI,academic,Acquisition
2,14,279,14.38894486,131698,82.61199643,405744.9467,angel,Crypto,first_time,Failure
2,15,211,32.36528129,400629,30.543853,647448.5525,none,Ecommerce,first_time,Failure
3,20,270,21.10724913,364456,17.54470801,435016.4166,none,Climate,academic,Failure
1,13,187,21.21208019,343231,18.22645744,1305453.08,none,Health,academic,Acquisition
5,3,196,58.32348052,219443,7.526611777,858143.6848,angel,Crypto,first_time,Acquisition
2,16,296,61.36518928,252792,20.44055128,421771.2023,tier2_vc,AI,ex_bigtech,Acquisition
1,2,59,83.65042923,273945,10.01128374,735096.8919,tier2_vc,Climate,ex_bigtech,Failure
0,17,150,2.45598867,412739,4.757165041,1440174.035,angel,Health,first_time,Failure
1,14,20,15.52680103,206406,19.19209502,297634.3253,angel,AI,academic,Failure
2,2,97,7.68945968,167399,12.764867,575343.8535,none,AI,ex_bigtech,Failure
0,20,71,29.00321218,437884,5.182581495,578455.3876,angel,Crypto,first_time,Failure
3,7,202,23.50114547,662267,7.362758207,2105887.229,tier1_vc,Health,ex_bigtech,Acquisition
3,11,38,262.7923991,651942,10.83949741,1942176.938,angel,SaaS,academic,Acquisition
2,23,70,8.858427622,127453,4.974267196,73183.67603,tier2_vc,Fintech,first_time,Acquisition
2,19,248,20.67120648,73451,3.026207967,81778.74318,angel,Climate,first_time,Failure
3,10,257,7.071541402,230525,14.33450973,904484.1174,tier2_vc,Ecommerce,academic,Acquisition
0,22,267,44.5964479,417228,24.49041991,812434.7145,tier1_vc,Health,ex_bigtech,Acquisition
2,5,181,269.6570386,476905,9.483856275,1598579.549,tier2_vc,Health,academic,Acquisition
7,21,266,9.708199666,31728,3.461675479,55537.89975,angel,SaaS,ex_bigtech,Acquisition
5,12,229,19.97439208,473358,21.34742443,466626.9084,angel,Health,first_time,Acquisition
1,1,26,28.71028264,40576,7.116747272,43807.51233,none,Health,ex_bigtech,Failure
2,6,127,20.44873991,161109,19.35328753,237689.6241,tier1_vc,SaaS,serial_founder,Failure
2,3,3,55.59280533,207132,5.991100021,976171.4306,tier1_vc,Climate,ex_bigtech,Failure
3,3,109,25.23591875,530606,9.572829299,405867.2834,tier2_vc,Climate,first_time,Failure
0,7,65,92.65681486,313732,9.280620402,707190.2392,tier2_vc,Crypto,ex_bigtech,Failure
4,14,30,10.47023875,544734,44.66622087,451640.6939,none,Ecommerce,first_time,Failure
1,23,273,26.46163614,438046,25.09991231,982592.5548,tier2_vc,Fintech,first_time,Acquisition
1,8,32,11.14470966,391638,2.683349784,1403843.523,tier2_vc,SaaS,academic,Failure
2,5,269,35.59817454,137459,7.590704156,500600.7259,tier1_vc,Crypto,ex_bigtech,Failure
0,12,189,8.198990444,158268,2.336114446,249139.9318,tier2_vc,SaaS,first_time,Failure
2,9,29,39.34248598,35614,9.088198822,131328.9268,none,Climate,ex_bigtech,Failure
3,12,58,37.11559002,478908,16.64801596,1424469.942,tier2_vc,Health,academic,Acquisition
3,17,281,32.37557642,267265,9.433534077,802527.8463,angel,Health,academic,Acquisition
4,0,163,16.96395692,306726,4.956333074,1452116.984,angel,AI,ex_bigtech,Failure
1,21,115,49.6519504,374170,11.01562337,875507.8412,tier2_vc,Crypto,ex_bigtech,Acquisition
3,19,43,44.00159712,172101,5.825838301,573349.0975,angel,Ecommerce,ex_bigtech,Acquisition
2,19,64,19.55362972,198187,4.798678019,238201.8857,tier2_vc,Ecommerce,serial_founder,Failure
6,14,185,16.82528845,182991,10.85300974,314976.6132,none,Crypto,first_time,Failure
1,8,201,16.7343066,503304,10.51003961,1305496.536,none,Crypto,first_time,Acquisition
2,8,28,11.80507609,147121,5.827623595,494943.3649,none,Crypto,first_time,Failure
4,14,8,24.38537693,139627,4.908601292,294864.9568,tier2_vc,SaaS,first_time,Acquisition
1,23,6,30.46072788,145485,8.798283865,254498.1273,none,Health,first_time,Failure
1,18,253,6.746901121,288049,11.65484565,311032.4538,angel,Health,academic,Failure
1,23,204,43.68942454,503712,19.93908169,573892.183,tier2_vc,Fintech,ex_bigtech,Acquisition
0,7,127,10.46233661,295129,8.581835547,257290.9095,angel,AI,first_time,Failure
0,8,266,20.39273999,104654,45.16270217,160238.7106,angel,SaaS,academic,Failure
2,3,143,167.0429685,433866,13.17380872,2088670.002,tier2_vc,SaaS,academic,Acquisition
2,2,124,30.83858197,398452,17.63060965,1529277.862,none,Health,first_time,Failure
1,10,234,5.259326439,112720,22.56677637,548601.8797,tier2_vc,Fintech,first_time,Failure
1,14,63,11.57872277,41714,10.58785213,60547.6911,angel,Ecommerce,ex_bigtech,Failure
4,6,32,6.767645224,222710,25.57959372,910708.197,tier1_vc,SaaS,academic,Failure
0,23,166,6.222604426,177676,16.01848922,180533.7361,angel,SaaS,ex_bigtech,Acquisition
0,14,292,7.064692948,371667,16.47566277,790868.601,tier2_vc,Fintech,first_time,Failure
1,11,45,13.06301118,224580,14.86147423,973479.3836,none,Fintech,first_time,Failure
0,17,54,1.590830912,284318,92.59764105,583309.7836,angel,Ecommerce,academic,Failure
1,13,230,44.11495887,19240,10.96122073,10078.01798,none,Crypto,serial_founder,Failure
0,15,102,2.63696007,154825,8.830051422,501761.0427,angel,Ecommerce,ex_bigtech,Failure
3,18,190,59.59178744,232578,16.83472732,367643.3392,angel,Climate,serial_founder,Failure
2,20,95,8.836210675,189971,47.80079689,557143.1811,tier1_vc,Crypto,academic,Failure
5,23,250,8.27461337,393744,2.971363632,853955.0241,tier2_vc,Ecommerce,ex_bigtech,Acquisition
1,14,120,32.4676182,276267,7.444735283,832255.6729,tier2_vc,AI,first_time,Failure
0,16,82,53.60631875,623837,12.25559327,2047102.537,tier1_vc,Health,first_time,Acquisition
2,16,5,67.13229987,311431,41.80771271,1080244.907,none,SaaS,serial_founder,Acquisition
2,18,208,52.66964263,241049,38.47298558,802044.9512,tier2_vc,Ecommerce,ex_bigtech,Acquisition
1,10,260,63.72732514,212190,32.72821174,989927.3803,tier2_vc,SaaS,ex_bigtech,Failure
3,9,31,17.64435811,516205,10.84546194,1692247.694,tier2_vc,SaaS,serial_founder,Acquisition
2,11,293,16.98650969,308654,13.49903435,178165.0275,tier1_vc,AI,serial_founder,Failure
3,13,166,16.82581424,58307,37.15664558,200717.7192,tier2_vc,SaaS,serial_founder,Acquisition
1,4,37,19.71131404,489463,1.739523944,1026458.885,none,Health,ex_bigtech,Failure
4,12,119,9.900605747,303074,27.49863049,391265.848,none,Crypto,academic,Failure
1,23,88,9.734691122,588504,24.77908405,2373291.241,tier2_vc,Fintech,ex_bigtech,Acquisition
3,11,137,49.30358571,59999,21.48614269,37445.6943,tier2_vc,Health,first_time,Failure
5,17,207,4.845294159,36304,9.61057099,176372.7031,tier1_vc,Crypto,first_time,Failure
0,16,213,5.70304349,251670,31.02925143,656789.0039,tier2_vc,Climate,first_time,Failure
1,10,255,20.96193393,146951,11.40218395,444530.7259,angel,Health,ex_bigtech,Failure
0,18,174,43.31386505,334205,11.36157883,1203244.688,tier2_vc,Fintech,academic,Acquisition
2,21,33,16.87328363,103349,4.046734649,494940.1845,none,Health,ex_bigtech,Failure
2,17,77,115.9149165,136772,15.27579313,621451.6701,none,Climate,ex_bigtech,Failure
1,3,256,39.83651743,613992,15.81278012,641778.6979,none,Climate,ex_bigtech,Failure
4,7,63,5.088995493,336782,7.614607751,1402063.019,tier2_vc,Fintech,first_time,Acquisition
3,5,220,9.486691742,30241,4.956434505,79842.71185,angel,Fintech,first_time,Failure
1,18,197,17.91328924,280729,43.53092056,612314.9775,none,Health,academic,Failure
0,19,160,6.85758349,296306,10.77221438,345563.981,none,Ecommerce,ex_bigtech,Failure
3,7,35,5.376196533,255808,5.521811973,370089.3069,none,AI,ex_bigtech,Failure
2,2,298,1.908375021,492839,2.380133772,2134922.165,tier2_vc,Ecommerce,first_time,Acquisition
1,22,296,34.67009621,195001,4.869229579,483473.0424,tier1_vc,AI,serial_founder,Failure
4,24,134,7.263215757,180723,7.952331351,901691.7886,angel,Climate,serial_founder,Acquisition
1,4,216,22.67943347,100511,1.416115031,294454.7943,none,Fintech,first_time,Failure
2,18,233,69.12482349,266994,16.32721462,732398.9311,angel,Crypto,academic,Acquisition
6,6,201,13.18609331,190467,5.883290291,210465.0529,none,Climate,ex_bigtech,Failure
3,17,101,40.64126165,231871,23.64164489,761251.9389,tier2_vc,Climate,ex_bigtech,Acquisition
1,4,277,4.390408952,186100,16.03702805,700130.1699,tier2_vc,SaaS,first_time,Acquisition
4,9,96,69.71720236,412307,21.58134896,1206402.978,angel,Health,first_time,IPO
2,16,88,39.34791409,529016,12.58592812,2167356.088,tier2_vc,AI,ex_bigtech,Acquisition
1,23,85,24.87488862,213213,13.49879031,269735.942,tier1_vc,Climate,first_time,Failure
3,10,268,19.92599608,81227,6.775116078,291405.706,tier2_vc,SaaS,first_time,Failure
5,17,163,3.729860193,86496,9.243920685,222832.4267,angel,Climate,academic,Failure
2,6,108,8.771942626,61670,5.212538903,101597.9704,tier2_vc,Fintech,academic,Failure
3,23,147,23.33515877,131533,18.38505931,303687.963,none,Climate,first_time,Failure
3,2,152,85.52180915,295315,5.020245004,411357.8867,tier2_vc,Fintech,first_time,Failure
2,10,180,13.51333113,164802,15.83235593,570839.8793,tier2_vc,AI,first_time,Failure
1,13,10,6.609616887,140035,18.93510069,310924.9238,tier2_vc,SaaS,ex_bigtech,Failure
0,13,202,6.229493234,58916,8.418949961,158484.8134,tier2_vc,Health,ex_bigtech,Failure
0,5,77,9.133108524,47167,94.48274792,183698.7739,tier2_vc,SaaS,academic,Failure
6,3,270,9.234122618,227150,15.94875751,710026.8334,tier1_vc,Climate,first_time,Acquisition
4,15,48,26.94348263,515785,48.28318767,1053133.133,tier2_vc,Climate,academic,Failure
3,21,104,119.5123435,145262,13.40011513,292060.6455,tier2_vc,Fintech,first_time,Failure
0,11,92,7.694752646,156118,29.92092607,175141.2253,angel,AI,first_time,Failure
1,9,249,14.92946893,671728,4.818870085,1252651.154,angel,SaaS,first_time,Acquisition
2,18,248,88.82791924,100078,31.00916626,215932.4176,tier2_vc,Fintech,ex_bigtech,Acquisition
2,0,200,17.40718964,703326,14.63390631,1648225.421,angel,Fintech,ex_bigtech,Acquisition
2,3,272,31.07822205,163609,7.345068778,154972.8322,tier1_vc,Climate,first_time,Failure
2,5,285,10.48907277,272557,12.29285375,700285.0622,none,Crypto,ex_bigtech,Failure
0,3,274,45.76599274,351006,4.544356448,1162743.837,tier1_vc,Crypto,serial_founder,Failure
1,5,261,17.756385,395468,9.505828225,892980.6202,tier2_vc,Health,first_time,Failure
3,8,164,9.0550052,65108,54.83754737,219429.8784,none,Climate,serial_founder,Failure
1,19,199,74.042181,204338,78.34686934,983955.6622,tier2_vc,SaaS,serial_founder,Acquisition
4,21,263,38.0656851,356134,7.030107457,935545.169,tier2_vc,Crypto,academic,Acquisition
2,10,214,2.211201137,224398,14.09712527,558747.4333,tier2_vc,Health,first_time,Acquisition
1,24,110,5.417448497,227200,9.937872162,429877.774,angel,AI,first_time,Failure
5,10,228,24.33110448,166903,10.55868976,644351.472,tier2_vc,Climate,ex_bigtech,Failure
3,22,30,3.794913857,291641,3.553260583,351482.2121,none,Health,ex_bigtech,Failure
1,6,185,10.35273082,274577,7.286375384,519869.11,tier1_vc,SaaS,serial_founder,Failure
1,4,15,4.713174373,389427,7.067483316,939205.8216,tier1_vc,Fintech,first_time,Failure
0,23,184,8.488213157,158877,26.42990531,627648.3521,none,Fintech,academic,Failure
4,11,196,10.47660407,308858,8.335734983,1094858.24,tier2_vc,Crypto,first_time,Acquisition
4,4,99,6.212823093,164322,22.90523473,328688.537,tier2_vc,SaaS,serial_founder,Failure
1,16,196,18.34891908,44093,7.187072865,216611.5121,tier2_vc,Health,serial_founder,Failure
2,9,175,13.15737621,596507,3.263182933,1367235.723,tier1_vc,Health,first_time,Failure
3,17,131,70.52880602,123837,25.67762263,534752.6699,tier2_vc,SaaS,ex_bigtech,Failure
1,18,53,14.26544885,257559,36.13679478,439420.5862,tier2_vc,Ecommerce,ex_bigtech,Acquisition
4,12,106,53.43612175,88709,32.07788329,388236.8771,angel,Ecommerce,serial_founder,Failure
1,6,75,37.43870849,615950,9.921433087,340943.2732,tier2_vc,Crypto,ex_bigtech,Failure
2,24,242,117.193804,326925,25.46629654,1420197.538,tier2_vc,Health,first_time,Acquisition
2,10,80,92.17725813,118071,18.70251571,546282.6342,tier1_vc,Fintech,academic,Failure
2,22,162,183.9791006,177089,11.46178061,194666.3238,tier1_vc,Ecommerce,academic,Acquisition
0,14,30,2.025377193,410685,17.44443904,1040052.885,none,SaaS,first_time,Failure
2,18,251,4.502814934,266320,9.541938192,868375.6246,tier1_vc,Health,academic,Failure
3,14,253,12.11668743,354377,16.13855185,917864.253,tier1_vc,Crypto,first_time,Failure
1,14,263,32.76722166,101531,63.29149954,219127.968,tier2_vc,AI,ex_bigtech,Failure
6,7,80,55.08612452,319488,18.01294171,406684.3912,tier1_vc,Crypto,academic,Acquisition
2,24,52,41.59094417,138744,17.37163536,149866.43,none,Fintech,ex_bigtech,Failure
3,0,14,126.3087408,44627,10.94075937,70808.99152,none,Ecommerce,serial_founder,Failure
4,1,134,23.54581142,380518,9.932523734,764835.3812,tier2_vc,Climate,first_time,Failure
1,11,181,17.54406683,32687,10.88933669,131513.3984,tier2_vc,SaaS,serial_founder,Failure
3,15,110,52.78901597,340475,2.778463269,191760.8393,none,Health,ex_bigtech,Acquisition
2,7,207,19.07887065,106799,24.2795833,484539.2316,tier1_vc,Fintech,ex_bigtech,Acquisition
3,13,156,132.2736716,294067,17.17098415,1186916.889,none,Health,first_time,Acquisition
4,19,99,69.52720589,710469,4.90674227,555908.0889,angel,Ecommerce,ex_bigtech,Acquisition
2,19,257,35.32121543,197105,23.3930862,416818.1662,none,Health,ex_bigtech,Failure
1,24,143,17.75946492,423994,6.006441171,1162107.561,tier2_vc,Health,first_time,Acquisition
1,17,276,64.48833496,461193,8.889884176,1404964.618,angel,Ecommerce,ex_bigtech,Acquisition
3,21,194,28.59844035,292553,11.71560414,1114066.396,none,SaaS,ex_bigtech,IPO
2,1,32,10.7596959,70468,19.8696753,316627.3992,none,Health,serial_founder,Failure
4,21,98,6.671585494,523056,6.870264427,1297293.663,none,Climate,first_time,Acquisition
2,7,288,10.10983194,316480,10.78740197,1154671.078,angel,Health,first_time,Failure
2,16,101,21.15707458,379221,15.85874332,1769973.352,tier1_vc,Crypto,academic,Acquisition
3,5,182,9.464774133,227267,12.78807996,858887.3527,tier2_vc,Health,first_time,Failure
1,2,137,16.6112578,438365,2.85982401,372407.0249,none,Health,ex_bigtech,Acquisition
3,5,248,22.13972793,110420,18.10835397,372168.3013,tier2_vc,Fintech,serial_founder,Failure
2,20,190,5.937087056,112119,13.12429439,94745.83085,angel,Fintech,ex_bigtech,Acquisition
4,2,133,18.91232046,65639,10.29274657,297219.4044,angel,Health,first_time,Acquisition
3,15,31,28.19663196,274966,3.730892935,827833.0037,tier2_vc,Health,first_time,Failure
0,12,235,15.83312051,564370,19.43721963,515338.6289,none,Crypto,first_time,Failure
0,16,155,33.56635259,198904,10.46996423,178533.1184,none,Fintech,first_time,Failure
1,10,265,50.06726527,267791,13.55519252,681472.421,angel,Fintech,first_time,Failure
1,11,115,77.7952198,350753,12.60983263,1520640.737,angel,SaaS,academic,Acquisition
1,3,2,2.522359519,191457,10.47467386,454302.7738,tier2_vc,AI,academic,Failure
5,17,26,5.56197203,157876,5.229347919,622523.7015,angel,SaaS,serial_founder,Failure
2,12,143,9.19657431,201513,19.29657922,555329.9801,tier2_vc,Climate,serial_founder,Failure
2,7,217,86.85799914,617129,19.35985467,1044950.558,tier1_vc,Fintech,first_time,Failure
2,3,253,5.270002314,227129,16.73651261,162112.7462,tier2_vc,AI,first_time,Failure
5,20,226,34.63537119,415429,4.366536995,720026.203,tier2_vc,SaaS,first_time,Acquisition
4,22,278,52.31508397,108026,10.60964349,294738.3512,tier1_vc,Ecommerce,serial_founder,Acquisition
1,18,291,10.10656365,445477,8.991960574,1380415.956,angel,Health,first_time,Failure
1,11,167,64.42113101,422159,29.1471084,451753.8617,none,Fintech,first_time,Acquisition
4,8,288,25.66718919,435275,7.840167997,2144475.292,tier2_vc,Health,academic,Acquisition
1,23,35,14.7247867,295465,26.51866249,1108169.971,none,Climate,first_time,Acquisition
2,15,185,20.66628981,386915,17.443195,1001115.04,angel,Climate,first_time,Failure
2,23,42,5.327731354,260473,15.31551176,561460.2021,none,Climate,ex_bigtech,Failure
3,24,231,24.80914452,186645,38.24865634,218109.8074,none,SaaS,academic,Acquisition
2,0,133,8.532114538,65163,45.25277956,68867.79062,tier1_vc,SaaS,ex_bigtech,Failure
2,15,240,108.5390162,473715,9.782749567,1962407.702,tier2_vc,Ecommerce,first_time,Acquisition
2,16,227,8.879430205,189026,15.52254855,229947.4422,none,Health,first_time,Failure
0,14,109,142.1994084,139884,7.971731729,257277.2299,tier2_vc,Fintech,ex_bigtech,Failure
3,24,211,31.89292638,107407,52.69794565,351440.3462,tier2_vc,Crypto,academic,Failure
0,10,60,2.30164816,220317,94.91215627,575411.741,none,Climate,serial_founder,Failure
7,6,212,3.091026657,543642,7.689379914,1393830.018,angel,Climate,serial_founder,Acquisition
3,7,70,14.64246137,233878,4.832342684,373136.1792,tier2_vc,SaaS,first_time,Acquisition
4,9,82,34.52783875,242989,1.494908678,1191555.544,tier1_vc,Health,ex_bigtech,Acquisition
1,1,127,127.0265089,577069,33.55316687,906167.8416,tier2_vc,SaaS,ex_bigtech,Acquisition
3,15,235,42.75273186,66910,8.063091507,62884.1334,angel,AI,ex_bigtech,Failure
0,1,84,9.806361798,153899,8.378271745,708038.7313,angel,Crypto,first_time,Failure
5,0,73,81.63229296,274928,13.46908428,1203460.611,tier2_vc,Climate,serial_founder,Acquisition
2,22,192,5.721405131,769479,8.12008229,3841705.155,tier1_vc,SaaS,first_time,IPO
3,17,50,26.65735413,725597,43.86428686,575492.5748,angel,SaaS,ex_bigtech,Acquisition
0,23,34,9.794256026,362555,5.735562055,708561.3241,angel,Health,first_time,Acquisition
3,3,295,40.37663189,69924,41.1381179,152423.7347,tier2_vc,Crypto,first_time,Failure
3,3,228,34.99764243,278127,7.606852469,1319362.219,tier2_vc,Climate,first_time,Failure
1,12,172,27.86610628,305714,3.108622314,1175146.945,angel,Crypto,academic,Failure
2,15,204,25.94864691,282330,6.074947886,370068.6355,none,Ecommerce,first_time,Acquisition
0,9,50,7.928849179,394783,13.38122738,671621.2007,angel,Crypto,ex_bigtech,Failure
2,5,267,3.813278078,374979,12.14543679,1521069.617,tier2_vc,SaaS,ex_bigtech,Acquisition
1,3,13,44.11003971,228546,26.99034646,316903.0988,tier2_vc,Fintech,ex_bigtech,Failure
1,14,59,12.49960389,243205,17.14199635,140446.9913,tier2_vc,Ecommerce,first_time,Failure
3,5,18,4.335643019,240794,47.44348923,551875.7452,none,Crypto,academic,Failure
2,9,298,20.5488199,178592,17.85987521,568968.3559,none,Ecommerce,ex_bigtech,Acquisition
2,3,63,6.036152701,112434,4.37720326,284594.8164,tier2_vc,SaaS,ex_bigtech,Failure
1,6,85,23.41293294,251851,72.47525698,835280.1904,tier2_vc,Crypto,first_time,Failure
2,11,289,13.56286713,330993,9.705505224,333669.1299,tier2_vc,Ecommerce,first_time,Acquisition
2,8,263,75.09748873,364245,10.84952947,1599646.344,tier2_vc,SaaS,serial_founder,Acquisition
1,16,95,14.60889271,116758,30.91165171,519998.5869,tier2_vc,Fintech,serial_founder,Failure
6,15,156,44.45268614,406795,13.99337399,1402810.471,angel,Fintech,academic,IPO
0,16,282,15.20283432,394766,9.181269951,498634.1238,angel,Ecommerce,serial_founder,Failure
2,15,197,23.99778586,104254,5.074001883,80078.83751,tier2_vc,Ecommerce,academic,Failure
2,5,248,209.4704574,196691,13.25131985,944379.8467,tier2_vc,SaaS,ex_bigtech,Acquisition
0,11,140,27.07932544,544855,24.80792333,2054739.459,none,Health,ex_bigtech,Acquisition
3,3,290,8.708447846,399428,17.96079755,496148.528,angel,SaaS,academic,Failure
1,24,197,30.38893544,371139,11.80649413,1273070.211,none,AI,academic,Acquisition
0,23,198,15.3103811,357814,26.23213398,776261.4134,tier1_vc,Crypto,ex_bigtech,Acquisition
0,20,59,17.02926022,168792,5.073570732,668610.428,none,Ecommerce,ex_bigtech,Acquisition
0,10,74,3.03175999,232321,56.69721887,739973.4387,none,Fintech,ex_bigtech,Failure
1,13,98,21.86346774,242668,20.97243412,627431.1617,angel,Climate,ex_bigtech,Acquisition
2,9,24,63.01921947,218393,26.13261202,232078.6636,tier2_vc,Fintech,ex_bigtech,Acquisition
2,17,36,14.63439354,244946,3.932879551,368029.3055,angel,Ecommerce,serial_founder,Failure
2,0,18,49.09224315,514220,4.044253538,507830.3419,tier2_vc,AI,first_time,Acquisition
2,12,100,4.130400803,149582,8.244870808,151701.2146,angel,Fintech,academic,Acquisition
2,4,274,5.354210786,169607,2.448988965,583906.5518,tier2_vc,Health,serial_founder,Failure
0,23,53,10.14019097,268385,3.435716372,1090482.162,none,Climate,serial_founder,Failure
3,20,52,140.410956,617149,5.922147612,2977705.333,none,Climate,academic,Acquisition
1,16,57,19.45513473,426371,16.04416971,1078468.663,tier2_vc,AI,first_time,Acquisition
0,11,164,112.9939634,264182,20.25797878,766428.0995,none,AI,first_time,Failure
1,16,263,20.44818229,216486,19.7227951,352492.4515,none,SaaS,first_time,Acquisition
5,22,163,44.53748196,242622,12.17418477,1045170.362,tier2_vc,AI,ex_bigtech,Acquisition
4,1,66,90.58941166,334072,9.579940331,294663.7027,tier1_vc,Crypto,academic,Failure
1,8,66,36.60105469,277527,55.94341878,845841.1507,tier1_vc,Fintech,serial_founder,Failure
4,2,121,9.758772332,262200,4.365273013,1081713.984,angel,Climate,first_time,Acquisition
0,7,221,28.75442953,309236,3.311109767,879235.6858,tier2_vc,Health,first_time,Failure
0,11,158,13.02056448,123994,9.439541141,540684.3528,tier2_vc,SaaS,academic,Failure
3,0,135,16.99367886,52092,17.97817239,243610.7186,angel,SaaS,ex_bigtech,Failure
4,11,294,11.34838565,108784,4.442163293,422592.2366,none,Health,first_time,Failure
0,9,145,18.77434947,588735,10.90989227,1484994.47,tier2_vc,Fintech,ex_bigtech,Acquisition
2,22,78,33.69216942,22404,46.44785941,48545.91433,angel,AI,first_time,Failure
3,1,176,24.74475198,57800,10.70610854,92851.60397,none,AI,serial_founder,Failure
4,5,55,32.75288349,304602,3.925558566,420295.8582,tier2_vc,AI,ex_bigtech,Failure
1,21,199,144.3268371,306165,9.565720217,1347193.121,tier2_vc,SaaS,ex_bigtech,Acquisition
2,1,265,9.699857769,39193,10.03563138,127745.3164,tier1_vc,Crypto,first_time,Failure
2,10,296,2.37935022,377019,12.05133878,1616845.057,none,SaaS,first_time,Acquisition
0,13,205,69.32897639,131502,6.847115253,314407.4951,angel,AI,first_time,Failure
1,2,12,14.97348873,466172,16.73840047,1157481.228,none,Ecommerce,ex_bigtech,Failure
1,5,240,4.269129499,124246,42.95414721,232543.5513,tier2_vc,Climate,ex_bigtech,Failure
0,15,248,9.580340709,267436,12.40002215,134769.0894,angel,Health,first_time,Failure
2,1,280,3.589119275,395459,14.65165835,1615314.682,tier2_vc,Crypto,ex_bigtech,Failure
2,20,53,22.35092054,134156,19.9241034,383251.2972,angel,Ecommerce,ex_bigtech,Failure
0,13,22,9.125178275,306220,13.04983338,454404.813,tier2_vc,AI,academic,Failure
2,21,86,13.40188789,64167,19.05602132,79549.49521,angel,Health,first_time,Failure
2,12,152,40.36142397,309842,51.71877821,403484.167,tier2_vc,AI,first_time,Failure
1,21,214,88.66709256,510873,23.9012063,2330749.396,tier2_vc,Climate,academic,Acquisition
3,1,257,37.152971,384212,23.99488721,1052508.088,tier2_vc,Climate,ex_bigtech,Acquisition
2,6,136,29.28535149,264196,61.79004919,751258.4957,tier2_vc,AI,first_time,Failure
0,7,66,60.69631837,367706,25.94483056,1252515.831,tier2_vc,Climate,serial_founder,Failure
1,13,20,34.08765195,361882,84.95871697,1731992.484,none,SaaS,first_time,Acquisition
2,20,281,17.26183149,271593,8.563873465,159743.1669,tier2_vc,Ecommerce,ex_bigtech,Acquisition
